lever,lever_value,Completion_Time_mean,Completion_Time_lower90,Completion_Time_upper90,Downtime_mean,Downtime_lower90,Downtime_upper90,Energy_Used_mean,Energy_Used_lower90,Energy_Used_upper90,Machine_Wear_mean,Machine_Wear_lower90,Machine_Wear_upper90,Predictive_Failure_Score_mean,Predictive_Failure_Score_lower90,Predictive_Failure_Score_upper90,Error_mean,Error_lower90,Error_upper90,Maintenance_Required_p_cal,Maintenance_Required_p_lower,Maintenance_Required_p_upper,Maintenance_Required_label,Optimization_Success_p_cal,Optimization_Success_p_lower,Optimization_Success_p_upper,Optimization_Success_label,ctx_Process_Variable,ctx_Machine_Load,ctx_Queue_Length,ctx_Deadline,ctx_Temperature,ctx_Vibration_Level,ctx_Sensor_Status
PID_Output,39.035911992955775,85.9647445678711,33.994667053222656,137.934814453125,5.065576076507568,-1.5754609107971191,11.706613540649414,20.342622756958008,12.04891300201416,28.636333465576172,50.88105773925781,5.964664459228516,95.79745483398438,0.5358366966247559,0.055739108473062515,0.9575847387313843,7.154513835906982,6.5621747970581055,7.746852874755859,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,40.63850653005999,81.75322723388672,29.78314971923828,133.72329711914062,5.065576076507568,-1.5754609107971191,11.706613540649414,20.342622756958008,12.04891300201416,28.636333465576172,50.88105773925781,5.964664459228516,95.79745483398438,0.5364604592323303,0.05587126314640045,0.9576864838600159,7.062661170959473,6.470322132110596,7.65500020980835,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,42.241101067164216,81.75322723388672,29.78314971923828,133.72329711914062,5.065576076507568,-1.5754609107971191,11.706613540649414,20.342622756958008,12.04891300201416,28.636333465576172,50.88105773925781,5.964664459228516,95.79745483398438,0.5339544415473938,0.05534224212169647,0.9572764039039612,7.009160041809082,6.416821002960205,7.601499080657959,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32258063554763794,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,43.84369560426843,81.75322723388672,29.78314971923828,133.72329711914062,5.065576076507568,-1.5754609107971191,11.706613540649414,20.150598526000977,11.856888771057129,28.44430923461914,50.88105773925781,5.964664459228516,95.79745483398438,0.5486109852790833,0.058510713279247284,0.9596266150474548,7.01067590713501,6.418336868286133,7.603014945983887,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3445378243923187,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,45.44629014137265,81.75322723388672,29.78314971923828,133.72329711914062,5.065576076507568,-1.5754609107971191,11.706613540649414,20.150598526000977,11.856888771057129,28.44430923461914,50.88105773925781,5.964664459228516,95.79745483398438,0.5219537019729614,0.05287792533636093,0.9552629590034485,7.002981185913086,6.410642147064209,7.595320224761963,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32862189412117004,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,47.04888467847687,81.75322723388672,29.78314971923828,133.72329711914062,5.065576076507568,-1.5754609107971191,11.706613540649414,20.1318359375,11.838126182556152,28.42554473876953,50.88105773925781,5.964664459228516,95.79745483398438,0.5130308270454407,0.05111652985215187,0.953710675239563,6.9990763664245605,6.406737327575684,7.5914154052734375,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32862189412117004,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,48.65147921558109,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.131317138671875,11.837607383728027,28.425025939941406,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.985273838043213,6.392934799194336,7.57761287689209,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32862189412117004,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,50.25407375268531,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.131317138671875,11.837607383728027,28.425025939941406,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.986771106719971,6.394432067871094,7.579110145568848,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32862189412117004,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,51.856668289789525,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.131317138671875,11.837607383728027,28.425025939941406,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.983011245727539,6.390672206878662,7.575350284576416,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32862189412117004,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,53.45926282689375,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.1682071685791,11.874497413635254,28.461917877197266,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.986170291900635,6.393831253051758,7.578509330749512,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32862189412117004,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,55.061857363997966,82.25988006591797,30.28980255126953,134.22994995117188,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.987189769744873,6.394850730895996,7.57952880859375,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.25757575035095215,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,56.66445190110218,81.15129089355469,29.18121337890625,133.12136840820312,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5146158933639526,0.05142516270279884,0.9539899826049805,6.989778995513916,6.397439956665039,7.582118034362793,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.25757575035095215,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,58.26704643820641,81.15129089355469,29.18121337890625,133.12136840820312,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5146158933639526,0.05142516270279884,0.9539899826049805,6.880454063415527,6.28811502456665,7.472793102264404,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,59.86964097531062,81.15129089355469,29.18121337890625,133.12136840820312,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5146158933639526,0.05142516270279884,0.9539899826049805,6.615896701812744,6.023557662963867,7.208235740661621,0.18169014155864716,0.16698825359344482,0.19679565727710724,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
PID_Output,61.47223551241484,81.15129089355469,29.18121337890625,133.12136840820312,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5146158933639526,0.05142516270279884,0.9539899826049805,6.6544599533081055,6.0621209144592285,7.246798992156982,0.18169014155864716,0.16698825359344482,0.19679565727710724,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,0.5215162220073787,82.02465057373047,30.05457305908203,133.99472045898438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.4972876012325287,0.048146482557058334,0.9508492350578308,7.34621524810791,6.753876209259033,7.938554286956787,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.17721518874168396,0.14302685856819153,0.17635980248451233,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,0.6259242914221996,82.02465057373047,30.05457305908203,133.99472045898438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.252917766571045,6.660578727722168,7.845256805419922,0.18169014155864716,0.16698825359344482,0.19679565727710724,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,0.7303323608370206,82.02465057373047,30.05457305908203,133.99472045898438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.196757793426514,6.604418754577637,7.789096832275391,0.18539325892925262,0.16698825359344482,0.19679565727710724,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,0.8347404302518415,82.02465057373047,30.05457305908203,133.99472045898438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.188074588775635,6.595735549926758,7.780413627624512,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,0.9391484996666624,81.57884979248047,29.60877227783203,133.54891967773438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.132148742675781,6.539809703826904,7.724487781524658,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.0435565690814834,81.57884979248047,29.60877227783203,133.54891967773438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.040571689605713,6.448232650756836,7.63291072845459,0.18539325892925262,0.16698825359344482,0.19679565727710724,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.1479646384963043,81.57884979248047,29.60877227783203,133.54891967773438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.041774749755859,6.449435710906982,7.634113788604736,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.252372707911125,81.57884979248047,29.60877227783203,133.54891967773438,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.0468597412109375,6.4545207023620605,7.6391987800598145,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.25757575035095215,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.3567807773259462,81.23933410644531,29.269256591796875,133.20941162109375,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.049587726593018,6.457248687744141,7.6419267654418945,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32258063554763794,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.4611888467407672,81.63704681396484,29.666969299316406,133.60711669921875,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5091034770011902,0.050359539687633514,0.9530118107795715,7.0040364265441895,6.4116973876953125,7.596375465393066,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3199999928474426,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.565596916155588,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.9887590408325195,6.396420001983643,7.5810980796813965,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3199999928474426,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.6700049855704089,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,7.0334296226501465,6.4410905838012695,7.625768661499023,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3199999928474426,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.7744130549852297,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,7.008604049682617,6.41626501083374,7.600943088531494,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.32258063554763794,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.878821124400051,80.18473052978516,28.21465301513672,132.15481567382812,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5243330597877502,0.05335763469338417,0.9556688070297241,7.071735858917236,6.479396820068359,7.664074897766113,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3199999928474426,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Kp,1.9832291938148718,80.65464782714844,28.6845703125,132.62472534179688,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5243330597877502,0.05335763469338417,0.9556688070297241,7.033571243286133,6.441232204437256,7.62591028213501,0.18539325892925262,0.16698825359344482,0.19679565727710724,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.1069136266249325,81.81914520263672,29.84906768798828,133.78921508789062,5.065576076507568,-1.5754609107971191,11.706613540649414,20.13530921936035,11.841599464416504,28.429019927978516,50.88105773925781,5.964664459228516,95.79745483398438,0.5386903285980225,0.056346345692873,0.9580485224723816,6.966513156890869,6.374174118041992,7.558852195739746,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.16991448299041684,81.81914520263672,29.84906768798828,133.78921508789062,5.065576076507568,-1.5754609107971191,11.706613540649414,20.223276138305664,11.929566383361816,28.516986846923828,50.88105773925781,5.964664459228516,95.79745483398438,0.52776700258255,0.05405762046575546,0.9562486410140991,7.00083065032959,6.408491611480713,7.593169689178467,0.18169014155864716,0.16698825359344482,0.19679565727710724,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.23291533935590117,81.31283569335938,29.342758178710938,133.2829132080078,5.065576076507568,-1.5754609107971191,11.706613540649414,20.223276138305664,11.929566383361816,28.516986846923828,50.88105773925781,5.964664459228516,95.79745483398438,0.5156615972518921,0.051629774272441864,0.9541733860969543,6.993018627166748,6.400679588317871,7.585357666015625,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.2959161957213855,81.31283569335938,29.342758178710938,133.2829132080078,5.065576076507568,-1.5754609107971191,11.706613540649414,20.223276138305664,11.929566383361816,28.516986846923828,50.88105773925781,5.964664459228516,95.79745483398438,0.5156615972518921,0.051629774272441864,0.9541733860969543,6.985497951507568,6.393158912658691,7.577836990356445,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.35891705208686986,81.31283569335938,29.342758178710938,133.2829132080078,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.988962650299072,6.396623611450195,7.581301689147949,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3199999928474426,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.4219179084523542,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.193605422973633,11.899895668029785,28.487316131591797,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.988067626953125,6.395728588104248,7.580406665802002,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3199999928474426,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.48491876481783847,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.157773971557617,11.86406421661377,28.45148468017578,50.88105773925781,5.964664459228516,95.79745483398438,0.5100024342536926,0.050531841814517975,0.9531726241111755,6.935408592224121,6.343069553375244,7.527747631072998,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.24210526049137115,0.21494296193122864,0.27559009194374084,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
Fuzzy_Tuned_Ki,0.5479196211833228,81.68807983398438,29.718002319335938,133.6581573486328,5.065576076507568,-1.5754609107971191,11.706613540649414,20.157773971557617,11.86406421661377,28.45148468017578,50.88105773925781,5.964664459228516,95.79745483398438,0.5014969706535339,0.04892402142286301,0.9516302347183228,6.958013534545898,6.3656744956970215,7.550352573394775,0.21979865431785583,0.20071634650230408,0.2401500642299652,1,0.3199999928474426,0.32113611698150635,0.37550729513168335,1,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail
